"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"536","Cucurbita_pepo",-27.66666667,153.3333333,"CWR_OCC","H","AVH","","75596","","Cucurbita","Australia","",""
"537","Cucurbita_pepo",-22.5,150.1666667,"CWR_OCC","H","AVH","","75594","","Cucurbita","Australia","",""
"538","Cucurbita_pepo",-34,150.8333333,"CWR_OCC","H","AVH","","75591","","Cucurbita","Australia","",""
"539","Cucurbita_pepo",30,31.21,"CWR_OCC","H","Bioversity","PI 525181","2018574","","Cucurbita","Egypt","Horticulture Research Institute  Giza","cultivated"
"540","Cucurbita_pepo",-22.5,150.1666667,"CWR_OCC","H","AVH","","75594","","Cucurbita","Australia","",""
"541","Cucurbita_pepo",-23.83333333,151,"CWR_OCC","H","AVH","","75593","","Cucurbita","Australia","",""
"542","Cucurbita_pepo",-28.16666667,152,"CWR_OCC","H","AVH","","75597","","Cucurbita","Australia","",""
"543","Cucurbita_pepo",-31.5,115.6666667,"CWR_OCC","H","AVH","","75599","","Cucurbita","Australia","",""
"544","Cucurbita_pepo",38.11,-0.9,"CWR_OCC","H","Bioversity","Ames 24952","2018924","","Cucurbita","Spain","3 km SE of Callosa de Sesura","cultivated"
"545","Cucurbita_pepo",28.2569,-16.39499,"CWR_OCC","H","Bioversity","PI 512805","2018973","","Cucurbita","Spain","La Punta",""
"546","Cucurbita_pepo",-1.25,-78.616667,"GBIF","H","USDA_NPGS_GRIN","1304756449","1304756449","UNKNOWN","Cucurbita","EC","","cultivated"
"547","Cucurbita_pepo",19.45,-98.11,"CWR_OCC","H","Bioversity","","2018657","","Cucurbita","Mexico","","cultivated"
"548","Cucurbita_pepo",43.28054,-4.02969,"CWR_OCC","H","Bioversity","PI 512710","2018686","","Cucurbita","Spain","2 km S of Mata De Pera","cultivated"
"549","Cucurbita_pepo",-19.083333,-64.316667,"GBIF","G","ITAl001|BOL0004","1563518154","1563518154","LIVING_SPECIMEN","Cucurbita","BO","Wacawasi","cultivated"
"550","Cucurbita_pepo",14.616667,-90.916667,"GBIF","H","CATIE","1305088701","1305088701","UNKNOWN","Cucurbita","GT","","cultivated"
"551","Cucurbita_pepo",15.43,-90.28,"CWR_OCC","H","Bioversity","","2018789","","Cucurbita","Guatemala","Chamelco Chamelco","cultivated"
"552","Cucurbita_pepo",-5.16,-79.41,"CWR_OCC","H","Bioversity","","2018959","","Cucurbita","Peru","Huancabamba","cultivated"
