"","Taxon_final","latitude","longitude","db","type","institute","sample_number","record_identifier","status","genus","country","locality","improvement"
"132","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.7708,-1.50139,"GBIF","H","ESP026","210242701","210242701","PRESERVED_SPECIMEN","Cucurbita","ES","Totana  province of Murcia","cultivated"
"133","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.9119,-6.81833,"GBIF","H","ESP026","210242708","210242708","PRESERVED_SPECIMEN","Cucurbita","ES","Cortegana  province of Huelva","cultivated"
"134","Cucurbita_pepo_subsp._ovifera_var._ovifera",37.9119,-6.81833,"GBIF","H","ESP026","210242695","210242695","PRESERVED_SPECIMEN","Cucurbita","ES","Cortegana  province of Huelva","cultivated"
"135","Cucurbita_pepo_subsp._ovifera_var._ovifera",38,-98,"GBIF","H","F","1228197010","1228197010","PRESERVED_SPECIMEN","Cucurbita","US","","cultivated"
"136","Cucurbita_pepo_subsp._ovifera_var._ovifera",38,-98,"GBIF","H","Bioversity","1302637542","1302637542","UNKNOWN","Cucurbita","US","","cultivated"
"137","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.0386,-5.71417,"GBIF","H","ESP027","210242670","210242670","PRESERVED_SPECIMEN","Cucurbita","ES","Alanis  province of Sevilla","cultivated"
"138","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.13377,-94.71245,"GBIF","H","KU","176921878","176921878","PRESERVED_SPECIMEN","Cucurbita","US","Pleasanton  3 mi S","cultivated"
"139","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.2683,-5.41778,"GBIF","H","ESP027","210242662","210242662","PRESERVED_SPECIMEN","Cucurbita","ES","Fuente Obejuna  province of Cordoba","cultivated"
"140","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.4064,-5.35028,"GBIF","H","ESP027","210242663","210242663","PRESERVED_SPECIMEN","Cucurbita","ES","Valsequillo  province of Cordoba","cultivated"
"141","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.5,-0.361389,"GBIF","H","ESP026","210242566","210242566","PRESERVED_SPECIMEN","Cucurbita","ES","Aigues  province of Alicante","cultivated"
"142","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.52388,-90.59611,"GBIF","H","MO","1261003534","1261003534","PRESERVED_SPECIMEN","Cucurbita","US","E end of dirt road running parallel on N side  ca. 1 mi NE of Crescent narrow open grassy strip between railroad tracks; common vine; globose and pyriform fruits on same plant","cultivated"
"143","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.6764,-0.808333,"GBIF","H","ESP026","210242676","210242676","PRESERVED_SPECIMEN","Cucurbita","ES","CaÃƒÂ±ada  province of Alicante","cultivated"
"144","Cucurbita_pepo_subsp._ovifera_var._ovifera",38.6764,-0.808333,"GBIF","H","ESP026","210242674","210242674","PRESERVED_SPECIMEN","Cucurbita","ES","CaÃƒÂ±ada  province of Alicante","cultivated"
